Bin Id	Completeness	Contamination	Strain heterogeneity	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Sample
ERR675528_metabat_07_sub	87.07	7.87	77.27	39	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	44.944898683699996	3.7158800000000003	3611	0.889327158035	ERR675528
ERR675528_metabat_08_sub	0.0	0.0	0.0	0	0			unresolved	53.7005760275	0.38093	461	0.8300002625149999	ERR675528
ERR675528_metabat_09	98.5	0.75	0.0	43	0	UID2789	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	unresolved	41.922764455700005	4.671296	3889	0.899359835044	ERR675528
ERR675528_metabat_10	92.5	2.49	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	52.172681033100005	3.177419	2831	0.889987439491	ERR675528
ERR675528_metabat_12_sub	91.57	2.08	0.0	24	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	49.990860625699995	3.7608989999999998	3287	0.8765813705709999	ERR675528
ERR675528_metabat_14	96.68	1.18	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	40.7283049201	2.0308650000000004	1840	0.8982123380920001	ERR675528
ERR675528_metabat_15_sub	97.01	1.89	14.29	41	0	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	43.6614990573	3.693376	3619	0.868992758928	ERR675528
ERR675528_metabat_16	70.69	0.36	100.0	37	2	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	60.8685499846	1.923386	1943	0.892053909096	ERR675528
ERR675528_metabat_17	98.43	0.52	0.0	35	0	UID540	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae_3;g__Lactobacillus_3	f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_animalis	40.229630029	1.9294419999999999	1921	0.885599048844	ERR675528
ERR675528_metabat_18_sub	0.0	0.0	0.0	0	0			unresolved	48.93927482	0.158995	152	0.823648542407	ERR675528
ERR675528_metabat_19	86.0	0.27	0.0	41	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	41.892569995100004	2.55004	2287	0.9090202506630001	ERR675528
ERR675528_metabat_20	99.46	0.0	0.0	43	0	UID472	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae_2;g__Lactobacillus_2;s__Lactobacillus_reuteri	f__Lactobacillaceae;g__Lactobacillus	38.5002496039	2.03162	2003	0.889829298786	ERR675528
ERR675528_metabat_22	85.37	1.44	0.0	21	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	49.4458236203	3.889385	3535	0.887433617397	ERR675528
ERR675528_metabat_25	88.57	1.92	20.0	20	1	UID1256	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	48.154437792299994	3.752007	3775	0.8825162106569999	ERR675528
ERR675528_metabat_27	83.74	0.22	100.0	33	0	UID1236	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Anaerotruncus;s__Anaerotruncus_colihominis	60.119954004300006	2.073143	2127	0.870839589937	ERR675528
ERR675528_metabat_29_sub	64.58	0.86	100.0	9	1	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	60.2094228379	2.944584	3120	0.889362300413	ERR675528
ERR675528_metabat_30	87.45	2.24	16.67	24	3	UID1278	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium	46.12383330310001	4.114634	4252	0.890895277684	ERR675528
ERR675528_metabat_31_sub	0.0	0.0	0.0	0	0			unresolved	40.5679469802	0.374285	451	0.822122179622	ERR675528
ERR675528_metabat_32_sub	54.49	19.42	22.95	13	8	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	60.785511237	2.302359	2539	0.878638387845	ERR675528
ERR675528_metabat_33_sub	0.0	0.0	0.0	0	0			unresolved	56.7397365638	0.020837	19	0.831021740174	ERR675528
ERR675528_metabat_34_sub	44.83	0.0	0.0	4	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	50.0149872373	1.381127	1372	0.912601085925	ERR675528
ERR675528_metabat_36	90.46	2.59	0.0	43	0	UID3189	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	unresolved	32.1846918205	1.785077	1718	0.9182819564650001	ERR675528
ERR675528_metabat_38_sub	0.0	0.0	0.0	0	0			unresolved	43.5320494498	0.336392	340	0.934499036838	ERR675528
ERR675528_metabat_39_sub	72.64	0.94	0.0	40	0	UID2379	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae	p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_spiroforme	30.8243963613	1.3552870000000001	1370	0.916948218348	ERR675528
ERR675528_metabat_40_sub	4.17	0.0	0.0	0	0			unresolved	61.990435931	0.40881799999999996	441	0.904304604983	ERR675528
ERR675528_metabat_43_sub	0.0	0.0	0.0	0	0			unresolved	44.7049060255	0.29843400000000003	369	0.863356722089	ERR675528
ERR675528_metabat_44_sub	25.34	1.72	100.0	4	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	54.168435483900005	2.276205	2859	0.8752410261820001	ERR675528
ERR675528_metabat_45_sub	0.0	0.0	0.0	0	0			unresolved	57.788624787799996	0.037696	41	0.863380730051	ERR675528
ERR675528_metabat_46_sub	5.17	0.0	0.0	2	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	54.947587984399995	0.151201	155	0.929398615089	ERR675528
ERR675528_metabat_47_sub	21.21	1.75	0.0	2	0	UID1295	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	57.0623193103	1.167574	1360	0.874598954756	ERR675528
ERR675528_metabat_48_sub	0.0	0.0	0.0	0	0			unresolved	47.4959074637	0.22291799999999998	274	0.8595941108390001	ERR675528
ERR675528_metabat_49_sub	0.0	0.0	0.0	0	0			unresolved	52.0249842749	0.296744	349	0.851970048257	ERR675528
ERR675528_metabat_50	19.78	2.38	18.52	13	4	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	45.933023325600004	0.963925	1089	0.916898098918	ERR675528
ERR675528_metabat_51_sub	4.17	0.0	0.0	0	0			unresolved	62.392347175	0.39428	538	0.902488079537	ERR675528
ERR675528_metabat_54_sub	12.28	0.0	0.0	3	0	UID1337	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Roseburia	51.41466372359999	0.29470799999999997	356	0.9011258601729999	ERR675528
ERR675529_maxbin_03_sub	0.69	0.0	0.0	1	0	UID2714	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caccae	unresolved	39.8920891787	0.49280100000000004	576	0.862266919101	ERR675529
ERR675529_maxbin_04	95.79	1.7	0.0	39	1	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.6867333917	1.9664549999999998	1726	0.884336534525	ERR675529
ERR675529_maxbin_05_sub	0.0	0.0	0.0	0	0			unresolved	34.2778122287	0.403823	471	0.8731919677680001	ERR675529
ERR675529_maxbin_06_sub	14.85	0.37	0.0	33	0	UID2675	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	s__Bacteroides_intestinalis	44.35874586439999	1.1717870000000001	968	0.911521462518	ERR675529
ERR675529_maxbin_07_sub	8.46	0.78	60.0	4	4	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	53.674378713100005	0.38349	406	0.917990038854	ERR675529
ERR675529_maxbin_08	98.81	1.82	0.0	43	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	50.9756177004	3.162676	2569	0.877356074413	ERR675529
ERR675529_maxbin_09_sub	35.39	8.53	0.0	8	5	UID2618	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	unresolved	48.6224592674	4.174151999999999	4340	0.9174675479000001	ERR675529
ERR675529_maxbin_11	97.96	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.74515789270001	2.833491	2421	0.885817177468	ERR675529
ERR675529_maxbin_14	88.57	0.38	0.0	30	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.366308112	2.155639	1701	0.8946507276960001	ERR675529
ERR675529_maxbin_15	97.96	1.18	0.0	43	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	41.2240770378	1.977068	1826	0.901219381427	ERR675529
ERR675529_maxbin_17	4.02	0.0	0.0	1	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	57.1487812405	1.362494	1577	0.9148179735100002	ERR675529
ERR675529_maxbin_18	10.8	0.3	0.0	15	3	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	51.054930265100005	0.304602	312	0.933454146723	ERR675529
ERR675529_maxbin_19_sub	19.86	0.48	0.0	9	2	UID1254	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Lachnospiraceae	41.4205364107	1.8424919999999998	2116	0.89090318981	ERR675529
ERR675529_metabat_02	60.36	0.0	0.0	40	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	51.998158223599994	1.65505	1396	0.9141192109	ERR675529
ERR675529_metabat_03_sub	72.41	0.0	0.0	9	0	UID2675	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	s__Bacteroides_intestinalis	42.2222226716	4.945269000000001	3861	0.9077490021269999	ERR675529
ERR675529_metabat_04	87.94	0.75	50.0	42	1	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	50.552421850200005	2.2545610000000003	1979	0.915187036412	ERR675529
ERR675529_metabat_05	96.03	1.82	0.0	41	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	51.8476662555	3.2181189999999997	2657	0.9024072758030001	ERR675529
ERR675529_metabat_06_sub	8.33	0.0	0.0	0	0			unresolved	44.6447958272	0.249627	237	0.904445432585	ERR675529
ERR675529_metabat_07_sub	34.48	0.0	0.0	3	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	45.9318848272	1.14923	1065	0.9014453155589999	ERR675529
ERR675529_metabat_08_sub	97.08	0.19	0.0	11	0	UID2789	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	unresolved	41.6756096538	4.627764	3837	0.898863468405	ERR675529
ERR675529_metabat_10_sub	97.91	0.67	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	47.3930629101	3.596224	3363	0.887191120464	ERR675529
ERR675529_metabat_11_sub	4.17	0.0	0.0	0	0			unresolved	48.0495747266	0.308725	263	0.8812762166979999	ERR675529
ERR675529_metabat_12	93.57	1.01	0.0	39	0	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	53.2839691242	2.5812180000000002	2021	0.867780636893	ERR675529
ERR675529_metabat_15_sub	90.12	0.9	0.0	40	0	UID2655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2	g__Barnesiella	51.724510595299996	2.862612	2492	0.922980830095	ERR675529
ERR675529_metabat_17	52.59	1.72	100.0	7	1	UID2654	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Porphyromonadaceae_2;g__Barnesiella	51.629900221999996	1.6656520000000001	1471	0.93154932723	ERR675529
ERR675529_metabat_19_sub	92.24	0.7	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.177463744899995	3.56121	3563	0.893671813794	ERR675529
ERR675529_metabat_20_sub	86.99	1.74	20.0	32	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	44.0675390244	3.3697160000000004	3223	0.883513922242	ERR675529
ERR675529_metabat_21	86.49	0.0	0.0	41	0	UID1119	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	35.1386861411	1.5027409999999999	1370	0.915296781015	ERR675529
ERR675529_metabat_22_sub	52.7	0.0	0.0	36	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	42.5420333977	1.594543	1558	0.912795076708	ERR675529
ERR675529_metabat_23	58.62	0.24	0.0	25	0	UID2617	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Rikenellaceae;g__Alistipes	49.6723883599	1.497706	1481	0.915764509189	ERR675529
ERR675529_metabat_28	17.42	0.0	0.0	21	0	UID3189	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	unresolved	35.3395092659	0.250716	265	0.941391853731	ERR675529
ERR675530_maxbin_01_sub	5.25	0.35	0.0	14	0	UID1202	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium	unresolved	33.1853036647	0.533415	581	0.884174610763	ERR675530
ERR675530_maxbin_04_sub	0.0	0.0	0.0	0	0			unresolved	44.6675093041	0.284921	293	0.872101389508	ERR675530
ERR675530_maxbin_06_sub	17.24	0.0	0.0	7	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	60.439968118	0.965268	1242	0.9087424425130001	ERR675530
ERR675530_maxbin_08_sub	44.91	21.32	25.93	12	20	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	54.5329261747	1.811052	2114	0.897266892392	ERR675530
ERR675530_maxbin_10	99.26	3.68	0.0	43	0	UID2784	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	s__Bacteroides_massiliensis	42.676244353099996	4.914687000000001	4379	0.892854824732	ERR675530
ERR675530_maxbin_11_sub	8.62	0.0	0.0	1	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	54.3331781241	1.147562	1470	0.8840480950049999	ERR675530
ERR675530_maxbin_12_sub	24.93	4.32	0.0	12	5	UID1278	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium	47.9739747483	3.0910330000000004	3643	0.8747425213510001	ERR675530
ERR675530_maxbin_13	97.34	1.21	0.0	39	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	40.8236549312	2.0664759999999998	1903	0.901103617947	ERR675530
ERR675530_maxbin_14_sub	50.93	1.06	0.0	25	1	UID1234	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_leptum	40.6318332844	1.778659	2112	0.886464465645	ERR675530
ERR675530_maxbin_17	97.96	0.0	0.0	43	0	UID3058	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	g__Akkermansia;s__Akkermansia_muciniphila	55.7580070826	2.864327	2446	0.886346426229	ERR675530
ERR675530_maxbin_18	95.48	0.48	0.0	43	0	UID2617	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	f__Rikenellaceae;g__Alistipes	48.7628977741	2.583216	2186	0.906091863785	ERR675530
ERR675530_maxbin_19	90.32	0.0	0.0	40	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	41.7211221186	2.569284	2216	0.916019015414	ERR675530
ERR675530_maxbin_20_sub	0.42	0.0	0.0	14	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	59.1722275183	0.126093	136	0.9380536588070001	ERR675530
ERR675530_metabat_02	99.19	0.0	0.0	42	0	UID2130	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae	g__Olsenella;s__Atopobium_vaginae	58.8572919911	1.981414	1646	0.8609922005189999	ERR675530
ERR675530_metabat_03_sub	96.24	0.57	0.0	41	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	48.6355763672	4.847556	4231	0.884490658798	ERR675530
ERR675530_metabat_04	98.28	1.26	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	51.2654092878	3.9197379999999997	3440	0.891852465649	ERR675530
ERR675530_metabat_07_sub	94.34	2.29	0.0	41	0	UID2385	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium_biforme	54.7910301095	2.233095	2155	0.870955333293	ERR675530
ERR675530_metabat_08_sub	95.98	1.15	0.0	43	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	45.187776568500006	3.62149	3495	0.887372324651	ERR675530
ERR675530_metabat_09	98.97	0.0	0.0	43	0	UID398	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_johnsonii	unresolved	34.2842191242	1.80615	1713	0.903598261495	ERR675530
ERR675530_metabat_11	98.78	0.65	0.0	43	0	UID472	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae_2;g__Lactobacillus_2;s__Lactobacillus_reuteri	f__Lactobacillaceae;g__Lactobacillus	38.4623607079	2.030968	2044	0.8879573681119999	ERR675530
ERR675530_metabat_12_sub	3.45	0.0	0.0	3	0	UID2806	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter	s__Odoribacter_splanchnicus	38.7684413085	0.015590000000000001	13	0.9183450930079999	ERR675530
ERR675530_metabat_13_sub	80.9	2.36	11.11	36	1	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	51.7743154558	3.149575	3025	0.8877575545909999	ERR675530
ERR675530_metabat_14_sub	88.13	2.85	12.5	41	0	UID1327	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__	43.8786098705	3.2408900000000003	3300	0.886461743533	ERR675530
ERR675530_metabat_15	94.82	0.52	0.0	41	0	UID540	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae_3;g__Lactobacillus_3	f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_animalis	40.3666796965	1.8409099999999998	1889	0.8925569419470001	ERR675530
ERR675530_metabat_16_sub	2.66	0.0	0.0	6	0	UID1520	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_pseudolongum	unresolved	53.4255117161	0.28593	316	0.8595670268950001	ERR675530
ERR675530_metabat_17	61.98	14.63	0.0	29	2	UID1236	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	g__Anaerotruncus;s__Anaerotruncus_colihominis	58.978806435	2.5076869999999998	3040	0.872952246433	ERR675530
ERR675530_metabat_18_sub	35.64	1.72	100.0	9	0	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	60.6696062772	1.2079790000000001	1419	0.88055587059	ERR675530
ERR675530_metabat_19	59.2	0.0	0.0	36	0	UID2379	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Erysipelotrichales;f__Erysipelotrichaceae	g__Coprobacillus	31.380111361199997	0.9715969999999999	929	0.9246879107279999	ERR675530
ERR675530_metabat_20_sub	12.6	0.0	0.0	2	0	UID1293	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Butyrivibrio	52.05156031479999	0.711675	799	0.884946077915	ERR675530
ERR675530_metabat_21_sub	0.0	0.0	0.0	0	0			unresolved	37.3125105331	0.053491	73	0.9201174029279999	ERR675530
ERR675530_metabat_22_sub	0.0	0.0	0.0	0	0			unresolved	50.7756871793	0.050305	63	0.881761256336	ERR675530
ERR675530_metabat_23_sub	48.36	0.0	0.0	22	0	UID1328	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	46.2224003459	1.521185	1636	0.9078790548160001	ERR675530
ERR675530_metabat_24	26.32	0.66	20.0	16	1	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter_valericigenes	60.8821047175	1.057028	1269	0.879036316919	ERR675530
ERR675530_metabat_26_sub	3.99	0.0	0.0	4	0	UID1277	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	g__Dorea;s__Dorea_longicatena	49.5039711645	0.23967600000000003	313	0.904199836446	ERR675530
ERR675530_metabat_27	18.68	0.0	0.0	20	0	UID3189	k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	unresolved	34.4480140187	0.35048	403	0.946949897284	ERR675530
ERR675531_maxbin_01_sub	4.17	0.0	0.0	0	0			unresolved	52.5164515674	1.314578	1755	0.861036773778	ERR675531
ERR675531_maxbin_03_sub	2.5	0.59	0.0	19	0	UID3256	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	unresolved	40.7808183094	0.816607	902	0.8419166134999999	ERR675531
ERR675531_maxbin_04	91.7	0.0	0.0	41	0	UID2808	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	57.654986380100006	1.889786	1682	0.8772368934899999	ERR675531
ERR675531_maxbin_05_sub	0.0	0.0	0.0	0	0			unresolved	37.2607764099	0.055074	27	0.962032901187	ERR675531
ERR675531_maxbin_07	26.29	2.45	6.25	33	2	UID2809	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	unresolved	60.266317316700004	1.132441	1214	0.9050546562690001	ERR675531
ERR675531_maxbin_08_sub	9.57	0.0	0.0	4	0	UID3809	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	unresolved	47.5551568097	0.766315	1023	0.8923849852869999	ERR675531
ERR675531_maxbin_09_sub	3.51	0.0	0.0	2	0	UID1328	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	44.9821531222	0.5986600000000001	658	0.841958707781	ERR675531
ERR675531_maxbin_10_sub	9.65	0.0	0.0	1	0	UID1280	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	s__Dorea_longicatena	39.65582791	2.012548	2343	0.861117349748	ERR675531
ERR675531_maxbin_11_sub	20.16	2.07	0.0	2	0	UID1230	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	61.9335179651	0.686144	832	0.915559999067	ERR675531
ERR675531_maxbin_13_sub	15.67	1.16	0.0	6	2	UID1231	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_viride	58.2205029014	1.7211349999999999	2149	0.881948830278	ERR675531
ERR675531_maxbin_14_sub	22.36	0.32	0.0	9	2	UID1255	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	49.7218246379	1.502042	1789	0.8856436770739999	ERR675531
ERR675531_maxbin_15_sub	2.23	0.0	0.0	3	0	UID1286	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	unresolved	54.3322738963	0.089378	116	0.895891606436	ERR675531
ERR675531_maxbin_16_sub	3.74	0.0	0.0	11	0	UID1279	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	f__Peptostreptococcaceae;g__Clostridium;s__Clostridium_scindens	45.495939096099995	1.187897	1336	0.875767848559	ERR675531
ERR675531_maxbin_18	92.41	1.05	0.0	42	0	UID540	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae_3;g__Lactobacillus_3	f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_animalis	40.450452017399996	1.842287	1856	0.887272178548	ERR675531
ERR675531_maxbin_19_sub	1.66	0.0	0.0	4	0	UID1120	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	unresolved	31.651263672600003	0.65045	747	0.861303712814	ERR675531
